url,text
https://fossee.in,"""The most unfortunate thing is that India still seems to believe in proprietary solutions. Further spread of IT which is influencing the daily life of individuals would have a devastating effect on the lives of society due to any small shift in the business practice involving these proprietory solutions. It is precisely for these reasons open source software need to be built which would be cost effective for the entire society.
In India, open source code software will have to come and stay in a big way for the benefit of our billion people.""
- Dr. A. P. J. Abdul Kalam
FOSSEE (Free/Libre and Open Source Software for Education) project promotes the use of FLOSS tools in academia and research. The FOSSEE project is part of the National Mission on Education through Information and Communication Technology (ICT), Ministry of Education (MoE), Government of India. Below is the list of projects which are promoted by FOSSEE.
Note: Due to the shortage of funds, the FOSSEE Project is not in a position to pay you the honorarium for activities like Textbook Companion, Lab Migration and Niche Software Activities. However, we will continue to issue the e-certificate and give credits on our website for the contributions made. This policy will be effective for proposals accepted on or after 10 August 2020. Please note that the FOSSEE project may change this policy in the future.
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/teaching-support,"It is possible that many of your courses will become online next semester. Switching over to open source software will help you conduct these courses effectively. The FOSSEE team has created a vast amount of amazing free content that will come in very handy in your online teaching.  To know about what all are available, please click here.
FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/about,"For the definition of institutions, please refer here.
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/fellowship/2025,"Results
The FOSSEE project invites applications for the FOSSEE Summer Fellowship 2025. The students get an opportunity to work with the FOSSEE team for around 1.5 to 2 months. This is a hybrid fellowship, where students can come to IIT Bombay campus if they wish, and physically work with the FOSSEE team. To get shortlisted for the fellowship, select a project and choose a screening task from the table given below. Complete at least one of the screening tasks and submit. The selection will be purely based on the evaluation criteria of each screening task.
How to Participate?
Students desirous of getting selected for this internship have to learn a Free/Libre and Open Source Software (FLOSS) and complete at least one screening task. These tasks can involve programming/ scientific computing/ collecting data that will be of use to the community. These screening tasks are not very complicated and can be done in a week or two.
Registration and Selection Procedure:
Terms of Engagement: Remote/ physical (according to the hostel availability), Full-time/ Part-time.
Osdag
Any one of the following:
View
contact-osdag@fossee.in
eSim
Any one of the following:
View
contact-esim@fossee.in
FOCAL
Any one of the following:
Task 1: Graphics Design Screening Task
(* complete any four)
Task 2: Animation Creation Screening Task
(* complete any one)
View
contact-focal@fossee.in
OpenFOAM CFD
Simulating Heat Transfer In A Closed Cavity
View
contact-cfd@fossee.in
OpenFOAM GUI
Given in the Document are 2 sets of screening tasks, each set focusing on a particular skillset. The candidate may
complete and submit any one out of the 2 tasks given.
Task 1: Build mesh
Make a Blender addon with the features mentioned in the document
Task 2: Logic Nodes
Make a GUI application to simulate basic logic gates using nodes, using a framework of your choice with the
features given in the document.
View
contact-cfd@fossee.in
Creation of the spoken tutorials on open source software
Level 1 :ST Checklist test
Level 2 :Submission of a 2 min Spoken Tutorial on a given topic
View
contact-info@fossee.in
Web Development
Any one of the following:
Task 1: Create a Drupal 10 Theme from Scratch
Task 2: Extend the Olivero Theme
View
contact-web@fossee.in
Benefits :
Note : At the end of the fellowship, you may receive an honorarium depending on the quality of work.
Rules and Regulations :
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/fellowship/2018,"The FOSSEE Summer Fellowship 2018 commenced on 21 May 2018. It was of 6 week duration. In this fellowship, many students from different institutes across India participated and contributed to FOSSEE. Their detailed work report can be viewed below.
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/fossee-stats,This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License
https://fossee.in/testimonials,"FOSSEE is promoting open source software in a range of domains through various activities. Our enthusiastic contributors have shared their amazing experiences working with us. You can view their testimonials by using the links given in the table.
FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/40,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/171,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/51,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/44,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/42,This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License
https://fossee.in/events/view_details/107,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/fellowship/2022,This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License
https://fossee.in/events/view_details/71,This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License
https://fossee.in/events/view_details/156,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/188,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/fellowship/2019,"The FOSSEE Summer Fellowship 2019 commenced on 21 May 2019. It was of 6 week duration. In this fellowship, many students from different institutes across India participated and contributed to FOSSEE. Their detailed work report can be viewed below.
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/82,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/111,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/62,This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License
https://fossee.in/events/view_details/125,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/94,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/47,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/189,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/157,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/135,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/task-creating-st,"Screening Tasks:
Part A: Checklist Test
The Spoken Tutorial creation process follows certain rules and checklists. In this task, you will be tested on your knowledge of the checklist criteria.
See this link:https://process.spoken-tutorial.org/index.php/File:Guidelines.zip  and prepare for the test. You can also download the checklist test guidelines (Guidelines.zip) from this link.
You will have to appear for the checklist test. The questions will be based on the Checklist Guidelines. The instructions for taking the test will be sent to your registered email. The test will be conducted online. The results will be displayed on the test interface after 24 hrs of the test.
You will have to score above 80% to qualify for Part B.
Part B: Creating Sample Video
The participant who scores above 80% in the checklist test will have to create a 2-minutes long Spoken Tutorial video. Details will be emailed to the respective participants.
Once selected, the fellow will have to create spoken tutorials on:
FEniCS for FEA open Source software.
DWSIM : Open source chemical simulator
Elgibility:
For FEniCS for FEA - Any B.E / B.Tech. Knowledge of Mathematics with FEA(Finite Element Analysis), FEniCS  will be preferred
For DWSIM: B. E / B.Tech with Chemical engineering.
Please visit the following link for more details on this software:
If you have any questions, you may write to us at: info@fossee.in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/144,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/,"""The most unfortunate thing is that India still seems to believe in proprietary solutions. Further spread of IT which is influencing the daily life of individuals would have a devastating effect on the lives of society due to any small shift in the business practice involving these proprietory solutions. It is precisely for these reasons open source software need to be built which would be cost effective for the entire society.
In India, open source code software will have to come and stay in a big way for the benefit of our billion people.""
- Dr. A. P. J. Abdul Kalam
FOSSEE (Free/Libre and Open Source Software for Education) project promotes the use of FLOSS tools in academia and research. The FOSSEE project is part of the National Mission on Education through Information and Communication Technology (ICT), Ministry of Education (MoE), Government of India. Below is the list of projects which are promoted by FOSSEE.
Note: Due to the shortage of funds, the FOSSEE Project is not in a position to pay you the honorarium for activities like Textbook Companion, Lab Migration and Niche Software Activities. However, we will continue to issue the e-certificate and give credits on our website for the contributions made. This policy will be effective for proposals accepted on or after 10 August 2020. Please note that the FOSSEE project may change this policy in the future.
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/186,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/109,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/84,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/114,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/91,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/86,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/168,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
https://fossee.in/events/view_details/23,This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License
https://fossee.in/events/view_details/20,This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License
https://fossee.in/events/view_details/67,"FOSSEE, IIT Bombay
Mumbai, India
Phone : (+91) 22 25764111
Email : info [at] fossee [dot] in
This work is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License"
